,movie,year,imdb,metascore,votes,genre
2151,Shutter Island,(2010),8.1,63.0,972599,"Mystery, Thriller"
2152,The Walking Dead,(2010– ),8.4,,764762,"Drama, Horror, Sci-Fi"
2153,Sherlock,(2010– ),9.2,,675408,"Crime, Drama, Mystery"
2154,Toy Story 3,(2010),8.3,92.0,660750,"Animation, Adventure, Comedy"
2155,Black Swan,(2010),8.0,79.0,632572,"Drama, Thriller"
2156,Iron Man 2,(2010),7.0,,625769,"Action, Sci-Fi"
2157,How to Train Your Dragon,(2010),8.1,74.0,588525,"Animation, Action, Adventure"
2158,The King's Speech,(2010),8.0,88.0,579815,"Biography, Drama, History"
2159,The Social Network,(2010),7.7,95.0,557022,"Biography, Drama"
2160,Kick-Ass,(2010),7.6,66.0,488252,"Action, Comedy"
2161,Despicable Me,(2010),7.7,72.0,451803,"Animation, Comedy, Family"
2162,Harry Potter and the Deathly Hallows: Part 1,(2010),7.7,65.0,409491,"Adventure, Fantasy, Mystery"
2163,Tangled,(2010),7.8,71.0,353796,"Animation, Adventure, Comedy"
2164,Alice in Wonderland,(I) (2010),6.5,,350701,"Adventure, Family, Fantasy"
2165,Scott Pilgrim vs. the World,(2010),7.5,69.0,328731,"Action, Comedy, Fantasy"
2166,Easy A,(2010),7.1,72.0,321974,"Comedy, Drama, Romance"
2167,127 Hours,(2010),7.6,82.0,316827,"Adventure, Biography, Drama"
2168,The Town,(2010),7.6,74.0,316353,"Crime, Drama, Thriller"
2169,The Fighter,(I) (2010),7.8,79.0,310116,"Biography, Drama, Sport"
2170,The Expendables,(2010),6.5,,302418,"Action, Adventure, Thriller"
2171,Due Date,(2010),6.6,,298936,"Adventure, Comedy"
2172,TRON: Legacy,(2010),6.8,,291152,"Action, Adventure, Fantasy"
2173,True Grit,(2010),7.6,80.0,276952,"Adventure, Drama, Western"
2174,Salt,(2010),6.4,65.0,272999,"Action, Mystery, Thriller"
2175,RED,(2010),7.1,,266934,"Action, Comedy, Crime"
2176,The Book of Eli,(2010),6.9,,264475,"Action, Adventure, Drama"
2177,Clash of the Titans,(2010),5.8,,251795,"Action, Adventure, Fantasy"
2178,Prince of Persia: The Sands of Time,(2010),6.6,,249556,"Action, Adventure, Fantasy"
2179,Insidious,(I) (2010),6.8,,246467,"Horror, Mystery, Thriller"
2180,Robin Hood,(2010),6.7,,235566,"Action, Adventure, Drama"
2181,The A-Team,(2010),6.8,,231908,"Action, Adventure, Comedy"
2182,The Other Guys,(2010),6.7,64.0,216446,"Action, Comedy, Crime"
2183,The Twilight Saga: Eclipse,(2010),5.0,,206888,"Adventure, Drama, Fantasy"
2184,Grown Ups,(I) (2010),6.0,,205804,Comedy
2185,The Tourist,(2010),6.0,,202369,"Action, Adventure, Crime"
2186,Megamind,(2010),7.3,63.0,202165,"Animation, Action, Comedy"
2187,Spartacus,(2010–2013),8.5,,200326,"Action, Adventure, Biography"
2188,Predators,(2010),6.4,,195605,"Action, Adventure, Sci-Fi"
2189,Machete,(2010),6.6,,179739,"Action, Crime, Thriller"
2190,Unstoppable,(2010),6.8,69.0,169603,"Action, Thriller"
2191,Knight and Day,(2010),6.3,,166981,"Action, Adventure, Comedy"
2192,Blue Valentine,(2010),7.4,81.0,166260,"Drama, Romance"
2193,The Next Three Days,(2010),7.4,,164102,"Action, Crime, Drama"
2194,Love & Other Drugs,(2010),6.7,,163949,"Comedy, Drama, Romance"
2195,Shrek Forever After,(2010),6.3,,162142,"Animation, Adventure, Comedy"
2196,Percy Jackson & the Olympians: The Lightning Thief,(2010),5.9,,161705,"Adventure, Family, Fantasy"
2197,Get Him to the Greek,(2010),6.4,65.0,159627,"Adventure, Comedy, Music"
2198,Boardwalk Empire,(2010–2014),8.6,,156101,"Crime, Drama, History"
2199,Hot Tub Time Machine,(2010),6.4,63.0,151756,"Comedy, Sci-Fi"
2200,Game of Thrones,(2011– ),9.5,,1388537,"Action, Adventure, Drama"
2201,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,87.0,670863,"Adventure, Drama, Fantasy"
2202,The Intouchables,(2011),8.5,,649369,"Biography, Comedy, Drama"
2203,Thor,(2011),7.0,,649356,"Action, Adventure, Fantasy"
2204,Captain America: The First Avenger,(2011),6.9,66.0,628536,"Action, Adventure, Sci-Fi"
2205,X-Men: First Class,(2011),7.7,65.0,593922,"Action, Adventure, Sci-Fi"
2206,Drive,(I) (2011),7.8,78.0,508573,"Crime, Drama"
2207,Limitless,(I) (2011),7.4,,480829,"Mystery, Sci-Fi, Thriller"
2208,Rise of the Planet of the Apes,(2011),7.6,68.0,464745,"Action, Drama, Sci-Fi"
2209,Source Code,(2011),7.5,74.0,442313,"Sci-Fi, Thriller"
2210,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,,436769,"Action, Adventure, Fantasy"
2211,"Crazy, Stupid, Love.",(2011),7.4,68.0,428665,"Comedy, Drama, Romance"
2212,The Hangover Part II,(2011),6.5,,423601,"Comedy, Mystery"
2213,Mission: Impossible - Ghost Protocol,(2011),7.4,73.0,418441,"Action, Adventure, Thriller"
2214,Warrior,(2011),8.2,71.0,395532,"Drama, Sport"
2215,Horrible Bosses,(2011),6.9,,392183,"Comedy, Crime"
2216,Sherlock Holmes: A Game of Shadows,(2011),7.5,,385960,"Action, Adventure, Crime"
2217,The Help,(2011),8.1,62.0,382701,Drama
2218,The Girl with the Dragon Tattoo,(2011),7.8,71.0,379597,"Crime, Drama, Mystery"
2219,Transformers: Dark of the Moon,(2011),6.3,,360071,"Action, Adventure, Sci-Fi"
2220,Midnight in Paris,(2011),7.7,81.0,348702,"Comedy, Fantasy, Romance"
2221,In Time,(2011),6.7,,340190,"Action, Sci-Fi, Thriller"
2222,The Cabin in the Woods,(2011),7.0,72.0,329452,"Comedy, Horror"
2223,Fast Five,(2011),7.3,66.0,323389,"Action, Crime, Thriller"
2224,Moneyball,(2011),7.6,87.0,319422,"Biography, Drama, Sport"
2225,Super 8,(2011),7.0,72.0,316023,"Mystery, Sci-Fi, Thriller"
2226,Suits,(2011– ),8.6,,315167,"Comedy, Drama"
2227,Friends with Benefits,(2011),6.6,63.0,310398,"Comedy, Romance"
2228,50/50,(2011),7.7,72.0,296498,"Comedy, Drama, Romance"
2229,Real Steel,(2011),7.1,,279876,"Action, Drama, Family"
2230,Hugo,(2011),7.5,83.0,279382,"Adventure, Drama, Family"
2231,Black Mirror,(2011– ),8.9,,273799,"Drama, Sci-Fi, Thriller"
2232,Homeland,(2011– ),8.3,,272176,"Crime, Drama, Mystery"
2233,Green Lantern,(2011),5.5,,247894,"Action, Adventure, Sci-Fi"
2234,Bridesmaids,(I) (2011),6.8,75.0,244998,"Comedy, Romance"
2235,American Horror Story,(2011– ),8.1,,242736,"Drama, Horror, Thriller"
2236,Unknown,(I) (2011),6.9,,231507,"Action, Mystery, Thriller"
2237,The Grey,(2011),6.8,64.0,225222,"Action, Adventure, Drama"
2238,The Adjustment Bureau,(2011),7.1,,223555,"Romance, Sci-Fi, Thriller"
2239,The Descendants,(2011),7.3,84.0,221084,"Comedy, Drama"
2240,Kung Fu Panda 2,(2011),7.2,67.0,220391,"Animation, Action, Adventure"
2241,Paul,(2011),7.0,,216372,"Adventure, Comedy, Sci-Fi"
2242,Sucker Punch,(2011),6.1,,215399,"Action, Fantasy"
2243,I Am Number Four,(2011),6.1,,214411,"Action, Adventure, Sci-Fi"
2244,The Artist,(I) (2011),7.9,89.0,213771,"Comedy, Drama, Romance"
2245,Rango,(2011),7.2,75.0,210875,"Animation, Adventure, Comedy"
2246,The Ides of March,(2011),7.1,67.0,205262,"Drama, Thriller"
2247,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,,203871,"Adventure, Drama, Fantasy"
2248,The Adventures of Tintin,(2011),7.3,68.0,198780,"Animation, Action, Adventure"
2249,Contagion,(2011),6.6,70.0,198375,"Drama, Thriller"
2250,Game of Thrones,(2011– ),9.5,,1388537,"Action, Adventure, Drama"
2251,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,87.0,670863,"Adventure, Drama, Fantasy"
2252,The Intouchables,(2011),8.5,,649369,"Biography, Comedy, Drama"
2253,Thor,(2011),7.0,,649356,"Action, Adventure, Fantasy"
2254,Captain America: The First Avenger,(2011),6.9,66.0,628536,"Action, Adventure, Sci-Fi"
2255,X-Men: First Class,(2011),7.7,65.0,593922,"Action, Adventure, Sci-Fi"
2256,Drive,(I) (2011),7.8,78.0,508573,"Crime, Drama"
2257,Limitless,(I) (2011),7.4,,480829,"Mystery, Sci-Fi, Thriller"
2258,Rise of the Planet of the Apes,(2011),7.6,68.0,464745,"Action, Drama, Sci-Fi"
2259,Source Code,(2011),7.5,74.0,442313,"Sci-Fi, Thriller"
2260,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,,436769,"Action, Adventure, Fantasy"
2261,"Crazy, Stupid, Love.",(2011),7.4,68.0,428665,"Comedy, Drama, Romance"
2262,The Hangover Part II,(2011),6.5,,423601,"Comedy, Mystery"
2263,Mission: Impossible - Ghost Protocol,(2011),7.4,73.0,418441,"Action, Adventure, Thriller"
2264,Warrior,(2011),8.2,71.0,395532,"Drama, Sport"
2265,Horrible Bosses,(2011),6.9,,392183,"Comedy, Crime"
2266,Sherlock Holmes: A Game of Shadows,(2011),7.5,,385960,"Action, Adventure, Crime"
2267,The Help,(2011),8.1,62.0,382701,Drama
2268,The Girl with the Dragon Tattoo,(2011),7.8,71.0,379597,"Crime, Drama, Mystery"
2269,Transformers: Dark of the Moon,(2011),6.3,,360071,"Action, Adventure, Sci-Fi"
2270,Midnight in Paris,(2011),7.7,81.0,348702,"Comedy, Fantasy, Romance"
2271,In Time,(2011),6.7,,340190,"Action, Sci-Fi, Thriller"
2272,The Cabin in the Woods,(2011),7.0,72.0,329452,"Comedy, Horror"
2273,Fast Five,(2011),7.3,66.0,323389,"Action, Crime, Thriller"
2274,Moneyball,(2011),7.6,87.0,319422,"Biography, Drama, Sport"
2275,Super 8,(2011),7.0,72.0,316023,"Mystery, Sci-Fi, Thriller"
2276,Suits,(2011– ),8.6,,315167,"Comedy, Drama"
2277,Friends with Benefits,(2011),6.6,63.0,310398,"Comedy, Romance"
2278,50/50,(2011),7.7,72.0,296498,"Comedy, Drama, Romance"
2279,Real Steel,(2011),7.1,,279876,"Action, Drama, Family"
2280,Hugo,(2011),7.5,83.0,279382,"Adventure, Drama, Family"
2281,Black Mirror,(2011– ),8.9,,273799,"Drama, Sci-Fi, Thriller"
2282,Homeland,(2011– ),8.3,,272176,"Crime, Drama, Mystery"
2283,Green Lantern,(2011),5.5,,247894,"Action, Adventure, Sci-Fi"
2284,Bridesmaids,(I) (2011),6.8,75.0,244998,"Comedy, Romance"
2285,American Horror Story,(2011– ),8.1,,242736,"Drama, Horror, Thriller"
2286,Unknown,(I) (2011),6.9,,231507,"Action, Mystery, Thriller"
2287,The Grey,(2011),6.8,64.0,225222,"Action, Adventure, Drama"
2288,The Adjustment Bureau,(2011),7.1,,223555,"Romance, Sci-Fi, Thriller"
2289,The Descendants,(2011),7.3,84.0,221084,"Comedy, Drama"
2290,Kung Fu Panda 2,(2011),7.2,67.0,220391,"Animation, Action, Adventure"
2291,Paul,(2011),7.0,,216372,"Adventure, Comedy, Sci-Fi"
2292,Sucker Punch,(2011),6.1,,215399,"Action, Fantasy"
2293,I Am Number Four,(2011),6.1,,214411,"Action, Adventure, Sci-Fi"
2294,The Artist,(I) (2011),7.9,89.0,213771,"Comedy, Drama, Romance"
2295,Rango,(2011),7.2,75.0,210875,"Animation, Adventure, Comedy"
2296,The Ides of March,(2011),7.1,67.0,205262,"Drama, Thriller"
2297,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,,203871,"Adventure, Drama, Fantasy"
2298,The Adventures of Tintin,(2011),7.3,68.0,198780,"Animation, Action, Adventure"
2299,Contagion,(2011),6.6,70.0,198375,"Drama, Thriller"
2300,Game of Thrones,(2011– ),9.5,,1388537,"Action, Adventure, Drama"
2301,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,87.0,670863,"Adventure, Drama, Fantasy"
2302,The Intouchables,(2011),8.5,,649369,"Biography, Comedy, Drama"
2303,Thor,(2011),7.0,,649356,"Action, Adventure, Fantasy"
2304,Captain America: The First Avenger,(2011),6.9,66.0,628536,"Action, Adventure, Sci-Fi"
2305,X-Men: First Class,(2011),7.7,65.0,593922,"Action, Adventure, Sci-Fi"
2306,Drive,(I) (2011),7.8,78.0,508573,"Crime, Drama"
2307,Limitless,(I) (2011),7.4,,480829,"Mystery, Sci-Fi, Thriller"
2308,Rise of the Planet of the Apes,(2011),7.6,68.0,464745,"Action, Drama, Sci-Fi"
2309,Source Code,(2011),7.5,74.0,442313,"Sci-Fi, Thriller"
2310,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,,436769,"Action, Adventure, Fantasy"
2311,"Crazy, Stupid, Love.",(2011),7.4,68.0,428665,"Comedy, Drama, Romance"
2312,The Hangover Part II,(2011),6.5,,423601,"Comedy, Mystery"
2313,Mission: Impossible - Ghost Protocol,(2011),7.4,73.0,418441,"Action, Adventure, Thriller"
2314,Warrior,(2011),8.2,71.0,395532,"Drama, Sport"
2315,Horrible Bosses,(2011),6.9,,392183,"Comedy, Crime"
2316,Sherlock Holmes: A Game of Shadows,(2011),7.5,,385960,"Action, Adventure, Crime"
2317,The Help,(2011),8.1,62.0,382701,Drama
2318,The Girl with the Dragon Tattoo,(2011),7.8,71.0,379597,"Crime, Drama, Mystery"
2319,Transformers: Dark of the Moon,(2011),6.3,,360071,"Action, Adventure, Sci-Fi"
2320,Midnight in Paris,(2011),7.7,81.0,348702,"Comedy, Fantasy, Romance"
2321,In Time,(2011),6.7,,340190,"Action, Sci-Fi, Thriller"
2322,The Cabin in the Woods,(2011),7.0,72.0,329452,"Comedy, Horror"
2323,Fast Five,(2011),7.3,66.0,323389,"Action, Crime, Thriller"
2324,Moneyball,(2011),7.6,87.0,319422,"Biography, Drama, Sport"
2325,Super 8,(2011),7.0,72.0,316023,"Mystery, Sci-Fi, Thriller"
2326,Suits,(2011– ),8.6,,315167,"Comedy, Drama"
2327,Friends with Benefits,(2011),6.6,63.0,310398,"Comedy, Romance"
2328,50/50,(2011),7.7,72.0,296498,"Comedy, Drama, Romance"
2329,Real Steel,(2011),7.1,,279876,"Action, Drama, Family"
2330,Hugo,(2011),7.5,83.0,279382,"Adventure, Drama, Family"
2331,Black Mirror,(2011– ),8.9,,273799,"Drama, Sci-Fi, Thriller"
2332,Homeland,(2011– ),8.3,,272176,"Crime, Drama, Mystery"
2333,Green Lantern,(2011),5.5,,247894,"Action, Adventure, Sci-Fi"
2334,Bridesmaids,(I) (2011),6.8,75.0,244998,"Comedy, Romance"
2335,American Horror Story,(2011– ),8.1,,242736,"Drama, Horror, Thriller"
2336,Unknown,(I) (2011),6.9,,231507,"Action, Mystery, Thriller"
2337,The Grey,(2011),6.8,64.0,225222,"Action, Adventure, Drama"
2338,The Adjustment Bureau,(2011),7.1,,223555,"Romance, Sci-Fi, Thriller"
2339,The Descendants,(2011),7.3,84.0,221084,"Comedy, Drama"
2340,Kung Fu Panda 2,(2011),7.2,67.0,220391,"Animation, Action, Adventure"
2341,Paul,(2011),7.0,,216372,"Adventure, Comedy, Sci-Fi"
2342,Sucker Punch,(2011),6.1,,215399,"Action, Fantasy"
2343,I Am Number Four,(2011),6.1,,214411,"Action, Adventure, Sci-Fi"
2344,The Artist,(I) (2011),7.9,89.0,213771,"Comedy, Drama, Romance"
2345,Rango,(2011),7.2,75.0,210875,"Animation, Adventure, Comedy"
2346,The Ides of March,(2011),7.1,67.0,205262,"Drama, Thriller"
2347,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,,203871,"Adventure, Drama, Fantasy"
2348,The Adventures of Tintin,(2011),7.3,68.0,198780,"Animation, Action, Adventure"
2349,Contagion,(2011),6.6,70.0,198375,"Drama, Thriller"
2350,Game of Thrones,(2011– ),9.5,,1388537,"Action, Adventure, Drama"
2351,Harry Potter and the Deathly Hallows: Part 2,(2011),8.1,87.0,670863,"Adventure, Drama, Fantasy"
2352,The Intouchables,(2011),8.5,,649369,"Biography, Comedy, Drama"
2353,Thor,(2011),7.0,,649356,"Action, Adventure, Fantasy"
2354,Captain America: The First Avenger,(2011),6.9,66.0,628536,"Action, Adventure, Sci-Fi"
2355,X-Men: First Class,(2011),7.7,65.0,593922,"Action, Adventure, Sci-Fi"
2356,Drive,(I) (2011),7.8,78.0,508573,"Crime, Drama"
2357,Limitless,(I) (2011),7.4,,480829,"Mystery, Sci-Fi, Thriller"
2358,Rise of the Planet of the Apes,(2011),7.6,68.0,464745,"Action, Drama, Sci-Fi"
2359,Source Code,(2011),7.5,74.0,442313,"Sci-Fi, Thriller"
2360,Pirates of the Caribbean: On Stranger Tides,(2011),6.6,,436769,"Action, Adventure, Fantasy"
2361,"Crazy, Stupid, Love.",(2011),7.4,68.0,428665,"Comedy, Drama, Romance"
2362,The Hangover Part II,(2011),6.5,,423601,"Comedy, Mystery"
2363,Mission: Impossible - Ghost Protocol,(2011),7.4,73.0,418441,"Action, Adventure, Thriller"
2364,Warrior,(2011),8.2,71.0,395532,"Drama, Sport"
2365,Horrible Bosses,(2011),6.9,,392183,"Comedy, Crime"
2366,Sherlock Holmes: A Game of Shadows,(2011),7.5,,385960,"Action, Adventure, Crime"
2367,The Help,(2011),8.1,62.0,382701,Drama
2368,The Girl with the Dragon Tattoo,(2011),7.8,71.0,379597,"Crime, Drama, Mystery"
2369,Transformers: Dark of the Moon,(2011),6.3,,360071,"Action, Adventure, Sci-Fi"
2370,Midnight in Paris,(2011),7.7,81.0,348702,"Comedy, Fantasy, Romance"
2371,In Time,(2011),6.7,,340190,"Action, Sci-Fi, Thriller"
2372,The Cabin in the Woods,(2011),7.0,72.0,329452,"Comedy, Horror"
2373,Fast Five,(2011),7.3,66.0,323389,"Action, Crime, Thriller"
2374,Moneyball,(2011),7.6,87.0,319422,"Biography, Drama, Sport"
2375,Super 8,(2011),7.0,72.0,316023,"Mystery, Sci-Fi, Thriller"
2376,Suits,(2011– ),8.6,,315167,"Comedy, Drama"
2377,Friends with Benefits,(2011),6.6,63.0,310398,"Comedy, Romance"
2378,50/50,(2011),7.7,72.0,296498,"Comedy, Drama, Romance"
2379,Real Steel,(2011),7.1,,279876,"Action, Drama, Family"
2380,Hugo,(2011),7.5,83.0,279382,"Adventure, Drama, Family"
2381,Black Mirror,(2011– ),8.9,,273799,"Drama, Sci-Fi, Thriller"
2382,Homeland,(2011– ),8.3,,272176,"Crime, Drama, Mystery"
2383,Green Lantern,(2011),5.5,,247894,"Action, Adventure, Sci-Fi"
2384,Bridesmaids,(I) (2011),6.8,75.0,244998,"Comedy, Romance"
2385,American Horror Story,(2011– ),8.1,,242736,"Drama, Horror, Thriller"
2386,Unknown,(I) (2011),6.9,,231507,"Action, Mystery, Thriller"
2387,The Grey,(2011),6.8,64.0,225222,"Action, Adventure, Drama"
2388,The Adjustment Bureau,(2011),7.1,,223555,"Romance, Sci-Fi, Thriller"
2389,The Descendants,(2011),7.3,84.0,221084,"Comedy, Drama"
2390,Kung Fu Panda 2,(2011),7.2,67.0,220391,"Animation, Action, Adventure"
2391,Paul,(2011),7.0,,216372,"Adventure, Comedy, Sci-Fi"
2392,Sucker Punch,(2011),6.1,,215399,"Action, Fantasy"
2393,I Am Number Four,(2011),6.1,,214411,"Action, Adventure, Sci-Fi"
2394,The Artist,(I) (2011),7.9,89.0,213771,"Comedy, Drama, Romance"
2395,Rango,(2011),7.2,75.0,210875,"Animation, Adventure, Comedy"
2396,The Ides of March,(2011),7.1,67.0,205262,"Drama, Thriller"
2397,The Twilight Saga: Breaking Dawn - Part 1,(2011),4.9,,203871,"Adventure, Drama, Fantasy"
2398,The Adventures of Tintin,(2011),7.3,68.0,198780,"Animation, Action, Adventure"
2399,Contagion,(2011),6.6,70.0,198375,"Drama, Thriller"
2400,The Dark Knight Rises,(2012),8.4,78.0,1349970,"Action, Thriller"
2401,Django Unchained,(2012),8.4,81.0,1171816,"Drama, Western"
2402,The Avengers,(2012),8.1,69.0,1139796,"Action, Adventure, Sci-Fi"
2403,The Hunger Games,(2012),7.2,68.0,781480,"Action, Adventure, Sci-Fi"
2404,The Hobbit: An Unexpected Journey,(2012),7.9,,708328,"Adventure, Family, Fantasy"
2405,Silver Linings Playbook,(2012),7.7,81.0,608254,"Comedy, Drama, Romance"
2406,Skyfall,(2012),7.8,81.0,582164,"Action, Adventure, Thriller"
2407,Prometheus,(I) (2012),7.0,64.0,529396,"Adventure, Mystery, Sci-Fi"
2408,Ted,(2012),6.9,62.0,528255,"Comedy, Fantasy, Romance"
2409,Argo,(2012),7.7,86.0,523937,"Biography, Drama, Thriller"
2410,Life of Pi,(2012),7.9,79.0,519478,"Adventure, Drama, Fantasy"
2411,The Amazing Spider-Man,(2012),7.0,66.0,513220,"Action, Adventure, Sci-Fi"
2412,Looper,(2012),7.4,84.0,489977,"Action, Crime, Drama"
2413,21 Jump Street,(2012),7.2,69.0,467567,"Action, Comedy, Crime"
2414,The Perks of Being a Wallflower,(2012),8.0,67.0,413872,"Drama, Romance"
2415,Arrow,(2012– ),7.7,,369400,"Action, Adventure, Crime"
2416,Wreck-It Ralph,(2012),7.7,72.0,327271,"Animation, Adventure, Comedy"
2417,Brave,(2012),7.1,69.0,327150,"Animation, Adventure, Comedy"
2418,Cloud Atlas,(2012),7.5,,321205,"Action, Drama, Mystery"
2419,Men in Black 3,(2012),6.8,,300879,"Action, Adventure, Comedy"
2420,Flight,(I) (2012),7.3,76.0,296723,"Drama, Thriller"
2421,Moonrise Kingdom,(2012),7.8,84.0,284504,"Adventure, Comedy, Drama"
2422,Les Misérables,(2012),7.6,63.0,279557,"Drama, History, Musical"
2423,Jack Reacher,(2012),7.0,,277971,"Action, Crime, Thriller"
2424,The Expendables 2,(2012),6.6,,273040,"Action, Adventure, Thriller"
2425,Taken 2,(2012),6.3,,267962,"Action, Crime, Thriller"
2426,The Bourne Legacy,(2012),6.7,61.0,263590,"Action, Adventure, Thriller"
2427,Snow White and the Huntsman,(2012),6.1,,254722,"Action, Adventure, Drama"
2428,Pitch Perfect,(2012),7.2,66.0,249577,"Comedy, Music, Romance"
2429,The Dictator,(2012),6.4,,245200,Comedy
2430,Zero Dark Thirty,(2012),7.4,95.0,244974,"Drama, Thriller"
2431,John Carter,(2012),6.6,,235059,"Action, Adventure, Sci-Fi"
2432,The Hunt,(2012),8.3,77.0,232148,Drama
2433,Dredd,(2012),7.1,,230529,"Action, Crime, Sci-Fi"
2434,Chronicle,(2012),7.1,69.0,226060,"Drama, Sci-Fi, Thriller"
2435,Dark Shadows,(2012),6.2,,224908,"Comedy, Fantasy, Horror"
2436,Total Recall,(I) (2012),6.3,,224768,"Action, Adventure, Mystery"
2437,Lincoln,(2012),7.4,86.0,224495,"Biography, Drama, History"
2438,Battleship,(2012),5.8,,222681,"Action, Adventure, Sci-Fi"
2439,The Place Beyond the Pines,(2012),7.3,68.0,221422,"Crime, Drama, Thriller"
2440,Seven Psychopaths,(2012),7.2,66.0,218424,"Comedy, Crime"
2441,Lawless,(2012),7.3,,210389,"Crime, Drama"
2442,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5,,210145,"Adventure, Drama, Fantasy"
2443,End of Watch,(2012),7.6,68.0,207430,"Action, Crime, Drama"
2444,Hotel Transylvania,(2012),7.1,,198984,"Animation, Comedy, Family"
2445,Sinister,(I) (2012),6.8,,192949,"Horror, Mystery, Thriller"
2446,American Reunion,(2012),6.7,,189010,Comedy
2447,Safe House,(2012),6.8,,188319,"Action, Adventure, Crime"
2448,Project X,(2012),6.7,,174738,Comedy
2449,The Impossible,(2012),7.6,73.0,172766,"Drama, History, Thriller"
2450,The Dark Knight Rises,(2012),8.4,78.0,1349970,"Action, Thriller"
2451,Django Unchained,(2012),8.4,81.0,1171816,"Drama, Western"
2452,The Avengers,(2012),8.1,69.0,1139796,"Action, Adventure, Sci-Fi"
